Seconds Since Midnight,Heartbeat,Time HH:MM:SS
47767,99,13:16:07
47768,99,13:16:08
47769,100,13:16:09
47770,103,13:16:10
47771,103,13:16:11
47772,111,13:16:12
47773,113,13:16:13
47774,112,13:16:14
47775,111,13:16:15
47776,108,13:16:16
47777,107,13:16:17
47778,103,13:16:18
47779,100,13:16:19
47780,96,13:16:20
47781,94,13:16:21
47782,95,13:16:22
47783,99,13:16:23
47784,101,13:16:24
47785,101,13:16:25
47786,101,13:16:26
47787,99,13:16:27
47788,97,13:16:28
47789,90,13:16:29
47790,89,13:16:30
47791,89,13:16:31
47792,90,13:16:32
47793,91,13:16:33
47794,93,13:16:34
47795,94,13:16:35
47796,95,13:16:36
47797,93,13:16:37
47798,89,13:16:38
47799,89,13:16:39
47800,89,13:16:40
47801,89,13:16:41
47802,90,13:16:42
47803,90,13:16:43
47804,92,13:16:44
47805,94,13:16:45
47806,96,13:16:46
47807,104,13:16:47
47808,109,13:16:48
47809,111,13:16:49
47810,115,13:16:50
47811,115,13:16:51
47812,113,13:16:52
47813,108,13:16:53
47814,99,13:16:54
47815,95,13:16:55
47816,99,13:16:56
47817,100,13:16:57
47818,104,13:16:58
47819,106,13:16:59
47820,106,13:17:00
47821,103,13:17:01
47822,102,13:17:02
47823,101,13:17:03
47824,100,13:17:04
47825,98,13:17:05
47826,90,13:17:06
47827,83,13:17:07
47828,82,13:17:08
47829,81,13:17:09
47830,82,13:17:10
47831,95,13:17:11
47832,98,13:17:12
47833,102,13:17:13
47834,102,13:17:14
47835,103,13:17:15
47836,103,13:17:16
47837,104,13:17:17
47838,103,13:17:18
47839,100,13:17:19
47840,98,13:17:20
47841,100,13:17:21
47842,102,13:17:22
47843,105,13:17:23
47844,105,13:17:24
47845,103,13:17:25
47846,95,13:17:26
47847,91,13:17:27
47848,91,13:17:28
47849,91,13:17:29
47850,93,13:17:30
47851,97,13:17:31
47852,103,13:17:32
47853,107,13:17:33
47854,107,13:17:34
47855,107,13:17:35
47856,105,13:17:36
47857,97,13:17:37
47858,94,13:17:38
47859,93,13:17:39
47860,95,13:17:40
47861,100,13:17:41
47862,102,13:17:42
47863,103,13:17:43
47864,103,13:17:44
47865,96,13:17:45
47866,87,13:17:46
47867,86,13:17:47
47868,87,13:17:48
47869,89,13:17:49
47870,92,13:17:50
47871,96,13:17:51
47872,98,13:17:52
47873,101,13:17:53
47874,102,13:17:54
47875,101,13:17:55
47876,92,13:17:56
47877,90,13:17:57
47878,88,13:17:58
47879,87,13:17:59
47880,88,13:18:00
47881,90,13:18:01
47882,93,13:18:02
47883,94,13:18:03
47884,94,13:18:04
47885,98,13:18:05
47886,99,13:18:06
47887,101,13:18:07
47888,100,13:18:08
47889,100,13:18:09
47890,100,13:18:10
47891,103,13:18:11
47892,104,13:18:12
47893,104,13:18:13
47894,99,13:18:14
47895,92,13:18:15
47896,88,13:18:16
47897,88,13:18:17
47898,88,13:18:18
47899,88,13:18:19
47900,90,13:18:20
47901,94,13:18:21
47902,96,13:18:22
47903,99,13:18:23
47904,99,13:18:24
47905,101,13:18:25
47906,101,13:18:26
47907,107,13:18:27
47908,111,13:18:28
47909,114,13:18:29
47910,118,13:18:30
47911,121,13:18:31
47912,121,13:18:32
47913,121,13:18:33
47914,119,13:18:34
47915,119,13:18:35
47916,123,13:18:36
47917,124,13:18:37
47918,122,13:18:38
47919,119,13:18:39
47920,115,13:18:40
47921,115,13:18:41
47922,113,13:18:42
47923,114,13:18:43
47924,115,13:18:44
47925,115,13:18:45
47926,114,13:18:46
47927,111,13:18:47
47928,108,13:18:48
47929,107,13:18:49
47930,103,13:18:50
47931,100,13:18:51
47932,100,13:18:52
47933,101,13:18:53
47934,101,13:18:54
47935,103,13:18:55
47936,104,13:18:56
47937,104,13:18:57
47938,98,13:18:58
47939,91,13:18:59
47940,84,13:19:00
47941,83,13:19:01
47942,82,13:19:02
47943,88,13:19:03
47944,96,13:19:04
47945,99,13:19:05
47946,101,13:19:06
47947,100,13:19:07
47948,100,13:19:08
47949,99,13:19:09
47950,97,13:19:10
47951,98,13:19:11
47952,99,13:19:12
47953,100,13:19:13
47954,99,13:19:14
47955,96,13:19:15
47956,95,13:19:16
47957,95,13:19:17
47958,98,13:19:18
47959,101,13:19:19
47960,102,13:19:20
47961,100,13:19:21
47962,98,13:19:22
47963,95,13:19:23
47964,94,13:19:24
47965,93,13:19:25
47966,94,13:19:26
47967,94,13:19:27
47968,94,13:19:28
47969,93,13:19:29
47970,91,13:19:30
47971,91,13:19:31
47972,90,13:19:32
47973,90,13:19:33
47974,91,13:19:34
47975,90,13:19:35
47976,90,13:19:36
47977,89,13:19:37
47978,88,13:19:38
47979,88,13:19:39
47980,90,13:19:40
47981,94,13:19:41
47982,97,13:19:42
47983,97,13:19:43
47984,98,13:19:44
47985,99,13:19:45
47986,99,13:19:46
47987,99,13:19:47
47988,101,13:19:48
47989,103,13:19:49
47990,104,13:19:50
47991,105,13:19:51
47992,106,13:19:52
47993,106,13:19:53
47994,104,13:19:54
47995,102,13:19:55
47996,100,13:19:56
47997,100,13:19:57
47998,98,13:19:58
47999,97,13:19:59
48000,97,13:20:00
48001,97,13:20:01
48002,101,13:20:02
48003,102,13:20:03
48004,102,13:20:04
48005,102,13:20:05
48006,98,13:20:06
48007,97,13:20:07
48008,97,13:20:08
48009,98,13:20:09
48010,99,13:20:10
48011,99,13:20:11
48012,101,13:20:12
48013,102,13:20:13
48014,103,13:20:14
48015,100,13:20:15
48016,95,13:20:16
48017,93,13:20:17
48018,91,13:20:18
48019,91,13:20:19
48020,90,13:20:20
48021,91,13:20:21
48022,93,13:20:22
48023,94,13:20:23
48024,97,13:20:24
48025,101,13:20:25
48026,103,13:20:26
48027,106,13:20:27
48028,109,13:20:28
48029,112,13:20:29
48030,113,13:20:30
48031,115,13:20:31
48032,115,13:20:32
48033,117,13:20:33
48034,117,13:20:34
48035,116,13:20:35
48036,115,13:20:36
48037,111,13:20:37
48038,108,13:20:38
48039,103,13:20:39
48040,99,13:20:40
48041,99,13:20:41
48042,99,13:20:42
48043,100,13:20:43
48044,100,13:20:44
48045,100,13:20:45
48046,100,13:20:46
48047,100,13:20:47
48048,98,13:20:48
48049,97,13:20:49
48050,96,13:20:50
48051,97,13:20:51
48052,98,13:20:52
48053,98,13:20:53
48054,97,13:20:54
48055,95,13:20:55
48056,94,13:20:56
48057,92,13:20:57
48058,92,13:20:58
48059,92,13:20:59
48060,91,13:21:00
48061,90,13:21:01
48062,89,13:21:02
48063,88,13:21:03
48064,87,13:21:04
48065,88,13:21:05
48066,88,13:21:06
48067,89,13:21:07
48068,89,13:21:08
48069,89,13:21:09
48070,89,13:21:10
48071,95,13:21:11
48072,97,13:21:12
48073,98,13:21:13
48074,97,13:21:14
48075,95,13:21:15
48076,93,13:21:16
48077,92,13:21:17
48078,93,13:21:18
48079,93,13:21:19
48080,94,13:21:20
48081,95,13:21:21
48082,95,13:21:22
48083,101,13:21:23
48084,102,13:21:24
48085,98,13:21:25
48086,95,13:21:26
48087,96,13:21:27
48088,98,13:21:28
48089,101,13:21:29
48090,102,13:21:30
48091,105,13:21:31
48092,106,13:21:32
48093,108,13:21:33
48094,107,13:21:34
48095,103,13:21:35
48096,97,13:21:36
48097,97,13:21:37
48098,95,13:21:38
48099,91,13:21:39
48100,89,13:21:40
48101,89,13:21:41
48102,91,13:21:42
48103,95,13:21:43
48104,98,13:21:44
48105,100,13:21:45
48106,102,13:21:46
48107,103,13:21:47
48108,102,13:21:48
48109,101,13:21:49
48110,96,13:21:50
48111,94,13:21:51
48112,94,13:21:52
48113,90,13:21:53
48114,87,13:21:54
48115,89,13:21:55
48116,96,13:21:56
48117,99,13:21:57
48118,103,13:21:58
48119,102,13:21:59
48120,97,13:22:00
48121,95,13:22:01
48122,94,13:22:02
48123,94,13:22:03
48124,94,13:22:04
48125,94,13:22:05
48126,89,13:22:06
48127,88,13:22:07
48128,85,13:22:08
48129,84,13:22:09
48130,83,13:22:10
48131,83,13:22:11
48132,85,13:22:12
48133,85,13:22:13
48134,94,13:22:14
48135,94,13:22:15
48136,92,13:22:16
48137,89,13:22:17
48138,88,13:22:18
48139,86,13:22:19
48140,87,13:22:20
48141,90,13:22:21
48142,92,13:22:22
48143,96,13:22:23
48144,100,13:22:24
48145,101,13:22:25
48146,101,13:22:26
48147,101,13:22:27
48148,98,13:22:28
48149,95,13:22:29
48150,95,13:22:30
48151,91,13:22:31
48152,95,13:22:32
48153,97,13:22:33
48154,101,13:22:34
48155,102,13:22:35
48156,100,13:22:36
48157,88,13:22:37
48158,86,13:22:38
48159,85,13:22:39
48160,85,13:22:40
48161,87,13:22:41
48162,94,13:22:42
48163,96,13:22:43
48164,97,13:22:44
48165,85,13:22:45
48166,84,13:22:46
48167,82,13:22:47
48168,82,13:22:48
48169,84,13:22:49
48170,85,13:22:50
48171,86,13:22:51
48172,86,13:22:52
48173,85,13:22:53
48174,84,13:22:54
48175,82,13:22:55
48176,82,13:22:56
48177,83,13:22:57
48178,84,13:22:58
48179,83,13:22:59
48180,83,13:23:00
48181,83,13:23:01
48182,86,13:23:02
48183,88,13:23:03
48184,89,13:23:04
48185,90,13:23:05
48186,89,13:23:06
48187,88,13:23:07
48188,88,13:23:08
48189,88,13:23:09
48190,88,13:23:10
48191,88,13:23:11
48192,88,13:23:12
48193,87,13:23:13
48194,87,13:23:14
48195,85,13:23:15
48196,85,13:23:16
48197,84,13:23:17
48198,84,13:23:18
48199,87,13:23:19
48200,89,13:23:20
48201,91,13:23:21
48202,93,13:23:22
48203,93,13:23:23
48204,89,13:23:24
48205,89,13:23:25
48206,87,13:23:26
48207,88,13:23:27
48208,90,13:23:28
48209,90,13:23:29
48210,91,13:23:30
48211,90,13:23:31
48212,91,13:23:32
48213,93,13:23:33
48214,97,13:23:34
48215,99,13:23:35
48216,101,13:23:36
48217,101,13:23:37
48218,99,13:23:38
48219,99,13:23:39
48220,96,13:23:40
48221,95,13:23:41
48222,94,13:23:42
48223,95,13:23:43
48224,95,13:23:44
48225,95,13:23:45
48226,94,13:23:46
48227,92,13:23:47
48228,90,13:23:48
48229,91,13:23:49
48230,91,13:23:50
48231,92,13:23:51
48232,92,13:23:52
48233,93,13:23:53
48234,93,13:23:54
48235,93,13:23:55
48236,93,13:23:56
48237,94,13:23:57
48238,95,13:23:58
48239,96,13:23:59
48240,98,13:24:00
48241,99,13:24:01
48242,103,13:24:02
48243,105,13:24:03
48244,106,13:24:04
48245,106,13:24:05
48246,106,13:24:06
48247,106,13:24:07
48248,106,13:24:08
48249,106,13:24:09
48250,108,13:24:10
48251,109,13:24:11
48252,111,13:24:12
48253,110,13:24:13
48254,99,13:24:14
48255,95,13:24:15
48256,96,13:24:16
48257,100,13:24:17
48258,102,13:24:18
48259,106,13:24:19
48260,109,13:24:20
48261,109,13:24:21
48262,110,13:24:22
48263,106,13:24:23
48264,99,13:24:24
48265,89,13:24:25
48266,88,13:24:26
48267,87,13:24:27
48268,86,13:24:28
48269,86,13:24:29
48270,85,13:24:30
48271,84,13:24:31
48272,84,13:24:32
48273,83,13:24:33
48274,83,13:24:34
48275,83,13:24:35
48276,83,13:24:36
48277,83,13:24:37
48278,84,13:24:38
48279,85,13:24:39
48280,85,13:24:40
48281,87,13:24:41
48282,87,13:24:42
48283,88,13:24:43
48284,88,13:24:44
48285,89,13:24:45
48286,90,13:24:46
48287,92,13:24:47
48288,95,13:24:48
48289,96,13:24:49
48290,96,13:24:50
48291,95,13:24:51
48292,93,13:24:52
48293,92,13:24:53
48294,91,13:24:54
48295,91,13:24:55
48296,91,13:24:56
48297,92,13:24:57
48298,93,13:24:58
48299,94,13:24:59
48300,93,13:25:00
48301,92,13:25:01
48302,92,13:25:02
48303,89,13:25:03
48304,88,13:25:04
48305,88,13:25:05
48306,89,13:25:06
48307,92,13:25:07
48308,96,13:25:08
48309,98,13:25:09
48310,99,13:25:10
48311,98,13:25:11
48312,96,13:25:12
48313,94,13:25:13
48314,94,13:25:14
48315,92,13:25:15
48316,95,13:25:16
48317,98,13:25:17
48318,100,13:25:18
48319,98,13:25:19
48320,97,13:25:20
48321,97,13:25:21
48322,99,13:25:22
48323,100,13:25:23
48324,98,13:25:24
48325,95,13:25:25
48326,92,13:25:26
48327,91,13:25:27
48328,91,13:25:28
48329,91,13:25:29
48330,94,13:25:30
48331,94,13:25:31
48332,93,13:25:32
48333,94,13:25:33
48334,94,13:25:34
48335,100,13:25:35
48336,103,13:25:36
48337,107,13:25:37
48338,111,13:25:38
48339,115,13:25:39
48340,118,13:25:40
48341,119,13:25:41
48342,120,13:25:42
48343,120,13:25:43
48344,119,13:25:44
48345,119,13:25:45
