Seconds Since Midnight,Heartbeat,Time HH:MM:SS
54144,92,15:02:24
54145,92,15:02:25
54146,97,15:02:26
54147,97,15:02:27
54148,96,15:02:28
54149,96,15:02:29
54150,96,15:02:30
54151,99,15:02:31
54152,102,15:02:32
54153,102,15:02:33
54154,106,15:02:34
54155,106,15:02:35
54156,111,15:02:36
54157,112,15:02:37
54158,112,15:02:38
54159,112,15:02:39
54160,92,15:02:40
54161,92,15:02:41
54162,83,15:02:42
54163,83,15:02:43
54164,84,15:02:44
54165,88,15:02:45
54166,88,15:02:46
54167,89,15:02:47
54168,89,15:02:48
54169,89,15:02:49
54170,89,15:02:50
54171,88,15:02:51
54172,88,15:02:52
54173,92,15:02:53
54174,96,15:02:54
54175,101,15:02:55
54176,101,15:02:56
54177,101,15:02:57
54178,103,15:02:58
54179,103,15:02:59
54180,104,15:03:00
54181,105,15:03:01
54182,105,15:03:02
54183,105,15:03:03
54184,98,15:03:04
54185,98,15:03:05
54186,96,15:03:06
54187,96,15:03:07
54188,96,15:03:08
54189,94,15:03:09
54190,94,15:03:10
54191,97,15:03:11
54192,94,15:03:12
54193,94,15:03:13
54194,97,15:03:14
54195,97,15:03:15
54196,103,15:03:16
54197,103,15:03:17
54198,103,15:03:18
54199,90,15:03:19
54200,90,15:03:20
54201,90,15:03:21
54202,90,15:03:22
54203,92,15:03:23
54204,92,15:03:24
54205,96,15:03:25
54206,97,15:03:26
54207,97,15:03:27
54208,101,15:03:28
54209,101,15:03:29
54210,89,15:03:30
54211,89,15:03:31
54212,91,15:03:32
54213,91,15:03:33
54214,97,15:03:34
54215,97,15:03:35
54216,97,15:03:36
54217,97,15:03:37
54218,96,15:03:38
54219,95,15:03:39
54220,95,15:03:40
54221,95,15:03:41
54222,95,15:03:42
54223,101,15:03:43
54224,101,15:03:44
54225,104,15:03:45
54226,104,15:03:46
54227,101,15:03:47
54228,100,15:03:48
54229,100,15:03:49
54230,94,15:03:50
54231,92,15:03:51
54232,92,15:03:52
54233,94,15:03:53
54234,94,15:03:54
54235,97,15:03:55
54236,97,15:03:56
54237,102,15:03:57
54238,102,15:03:58
54239,102,15:03:59
54240,98,15:04:00
54241,98,15:04:01
54242,98,15:04:02
54243,101,15:04:03
54244,101,15:04:04
54245,101,15:04:05
54246,101,15:04:06
54247,89,15:04:07
54248,89,15:04:08
54249,89,15:04:09
54250,92,15:04:10
54251,94,15:04:11
54252,94,15:04:12
54253,94,15:04:13
54254,93,15:04:14
54255,93,15:04:15
54256,93,15:04:16
54257,93,15:04:17
54258,93,15:04:18
54259,93,15:04:19
54260,91,15:04:20
54261,91,15:04:21
54262,91,15:04:22
54263,89,15:04:23
54264,89,15:04:24
54265,90,15:04:25
54266,90,15:04:26
54267,90,15:04:27
54268,90,15:04:28
54269,91,15:04:29
54270,89,15:04:30
54271,88,15:04:31
54272,88,15:04:32
54273,88,15:04:33
54274,86,15:04:34
54275,90,15:04:35
54276,90,15:04:36
54277,90,15:04:37
54278,92,15:04:38
54279,92,15:04:39
54280,92,15:04:40
54281,90,15:04:41
54282,90,15:04:42
54283,89,15:04:43
54284,89,15:04:44
54285,89,15:04:45
54286,91,15:04:46
54287,91,15:04:47
54288,96,15:04:48
54289,96,15:04:49
54290,96,15:04:50
54291,96,15:04:51
54292,81,15:04:52
54293,81,15:04:53
54294,81,15:04:54
54295,80,15:04:55
54296,80,15:04:56
54297,83,15:04:57
54298,83,15:04:58
54299,86,15:04:59
54300,86,15:05:00
54301,88,15:05:01
54302,88,15:05:02
54303,86,15:05:03
54304,86,15:05:04
54305,85,15:05:05
54306,85,15:05:06
54307,86,15:05:07
54308,86,15:05:08
54309,87,15:05:09
54310,90,15:05:10
54311,90,15:05:11
54312,89,15:05:12
54313,89,15:05:13
54314,89,15:05:14
54315,89,15:05:15
54316,89,15:05:16
54317,91,15:05:17
54318,91,15:05:18
54319,91,15:05:19
54320,91,15:05:20
54321,91,15:05:21
54322,91,15:05:22
54323,91,15:05:23
54324,91,15:05:24
54325,91,15:05:25
54326,91,15:05:26
54327,91,15:05:27
54328,91,15:05:28
54329,92,15:05:29
54330,94,15:05:30
54331,94,15:05:31
54332,98,15:05:32
54333,98,15:05:33
54334,101,15:05:34
54335,103,15:05:35
54336,104,15:05:36
54337,104,15:05:37
54338,104,15:05:38
54339,106,15:05:39
54340,106,15:05:40
54341,107,15:05:41
54342,107,15:05:42
54343,107,15:05:43
54344,105,15:05:44
54345,105,15:05:45
54346,85,15:05:46
54347,84,15:05:47
54348,84,15:05:48
54349,91,15:05:49
54350,99,15:05:50
54351,101,15:05:51
54352,101,15:05:52
54353,88,15:05:53
54354,85,15:05:54
54355,85,15:05:55
54356,84,15:05:56
54357,85,15:05:57
54358,85,15:05:58
54359,87,15:05:59
54360,87,15:06:00
54361,84,15:06:01
54362,82,15:06:02
54363,81,15:06:03
54364,81,15:06:04
54365,82,15:06:05
54366,84,15:06:06
54367,84,15:06:07
54368,87,15:06:08
54369,87,15:06:09
54370,86,15:06:10
54371,85,15:06:11
54372,84,15:06:12
54373,84,15:06:13
54374,84,15:06:14
54375,82,15:06:15
54376,82,15:06:16
54377,86,15:06:17
54378,87,15:06:18
54379,87,15:06:19
54380,85,15:06:20
54381,85,15:06:21
54382,85,15:06:22
54383,85,15:06:23
54384,87,15:06:24
54385,87,15:06:25
54386,87,15:06:26
54387,85,15:06:27
54388,84,15:06:28
54389,84,15:06:29
54390,84,15:06:30
54391,85,15:06:31
54392,88,15:06:32
54393,89,15:06:33
54394,90,15:06:34
54395,90,15:06:35
54396,90,15:06:36
54397,90,15:06:37
54398,91,15:06:38
54399,92,15:06:39
54400,93,15:06:40
54401,93,15:06:41
54402,94,15:06:42
54403,95,15:06:43
54404,95,15:06:44
54405,95,15:06:45
54406,95,15:06:46
54407,95,15:06:47
54408,97,15:06:48
54409,98,15:06:49
54410,99,15:06:50
54411,99,15:06:51
54412,102,15:06:52
54413,105,15:06:53
54414,106,15:06:54
54415,106,15:06:55
54416,106,15:06:56
54417,106,15:06:57
54418,106,15:06:58
54419,101,15:06:59
54420,98,15:07:00
54421,98,15:07:01
54422,97,15:07:02
54423,97,15:07:03
54424,99,15:07:04
54425,98,15:07:05
54426,97,15:07:06
54427,97,15:07:07
54428,88,15:07:08
54429,86,15:07:09
54430,86,15:07:10
54431,86,15:07:11
54432,83,15:07:12
54433,84,15:07:13
54434,84,15:07:14
54435,84,15:07:15
54436,87,15:07:16
54437,92,15:07:17
54438,96,15:07:18
54439,97,15:07:19
54440,96,15:07:20
54441,96,15:07:21
54442,87,15:07:22
54443,87,15:07:23
54444,87,15:07:24
54445,87,15:07:25
54446,88,15:07:26
54447,88,15:07:27
54448,87,15:07:28
54449,87,15:07:29
54450,87,15:07:30
54451,87,15:07:31
54452,87,15:07:32
54453,86,15:07:33
54454,86,15:07:34
54455,86,15:07:35
54456,86,15:07:36
54457,86,15:07:37
54458,86,15:07:38
54459,86,15:07:39
54460,86,15:07:40
54461,86,15:07:41
54462,86,15:07:42
54463,84,15:07:43
54464,84,15:07:44
54465,85,15:07:45
54466,85,15:07:46
54467,85,15:07:47
54468,85,15:07:48
54469,86,15:07:49
54470,84,15:07:50
54471,82,15:07:51
54472,82,15:07:52
54473,81,15:07:53
54474,81,15:07:54
54475,83,15:07:55
54476,84,15:07:56
54477,84,15:07:57
54478,87,15:07:58
54479,90,15:07:59
54480,93,15:08:00
54481,93,15:08:01
54482,93,15:08:02
54483,97,15:08:03
54484,99,15:08:04
54485,100,15:08:05
54486,100,15:08:06
54487,103,15:08:07
54488,103,15:08:08
54489,101,15:08:09
54490,101,15:08:10
54491,99,15:08:11
54492,99,15:08:12
54493,92,15:08:13
54494,92,15:08:14
54495,99,15:08:15
54496,101,15:08:16
54497,101,15:08:17
54498,103,15:08:18
54499,103,15:08:19
54500,102,15:08:20
54501,102,15:08:21
54502,98,15:08:22
54503,98,15:08:23
54504,98,15:08:24
54505,97,15:08:25
54506,96,15:08:26
54507,96,15:08:27
54508,92,15:08:28
54509,92,15:08:29
54510,92,15:08:30
54511,93,15:08:31
54512,93,15:08:32
54513,93,15:08:33
54514,96,15:08:34
54515,94,15:08:35
54516,89,15:08:36
54517,89,15:08:37
54518,84,15:08:38
54519,83,15:08:39
54520,83,15:08:40
54521,83,15:08:41
54522,84,15:08:42
54523,85,15:08:43
54524,87,15:08:44
54525,87,15:08:45
54526,86,15:08:46
54527,84,15:08:47
54528,84,15:08:48
54529,84,15:08:49
54530,83,15:08:50
54531,83,15:08:51
54532,83,15:08:52
54533,82,15:08:53
54534,82,15:08:54
54535,84,15:08:55
54536,84,15:08:56
54537,84,15:08:57
54538,86,15:08:58
54539,86,15:08:59
54540,87,15:09:00
54541,87,15:09:01
54542,89,15:09:02
54543,89,15:09:03
54544,89,15:09:04
54545,86,15:09:05
54546,86,15:09:06
54547,85,15:09:07
54548,85,15:09:08
54549,85,15:09:09
54550,88,15:09:10
54551,88,15:09:11
54552,88,15:09:12
54553,87,15:09:13
54554,87,15:09:14
54555,88,15:09:15
54556,88,15:09:16
54557,90,15:09:17
54558,90,15:09:18
54559,91,15:09:19
54560,91,15:09:20
54561,93,15:09:21
54562,93,15:09:22
54563,95,15:09:23
54564,94,15:09:24
54565,94,15:09:25
54566,93,15:09:26
54567,93,15:09:27
54568,92,15:09:28
54569,92,15:09:29
54570,92,15:09:30
54571,93,15:09:31
54572,95,15:09:32
54573,93,15:09:33
54574,91,15:09:34
54575,88,15:09:35
54576,88,15:09:36
54577,88,15:09:37
54578,89,15:09:38
54579,89,15:09:39
54580,90,15:09:40
54581,95,15:09:41
54582,95,15:09:42
54583,96,15:09:43
54584,96,15:09:44
54585,96,15:09:45
54586,86,15:09:46
54587,85,15:09:47
54588,85,15:09:48
54589,83,15:09:49
54590,83,15:09:50
54591,83,15:09:51
54592,84,15:09:52
54593,85,15:09:53
54594,85,15:09:54
54595,85,15:09:55
54596,84,15:09:56
54597,84,15:09:57
54598,84,15:09:58
54599,84,15:09:59
54600,84,15:10:00
54601,84,15:10:01
54602,85,15:10:02
54603,85,15:10:03
54604,93,15:10:04
54605,94,15:10:05
54606,94,15:10:06
54607,87,15:10:07
54608,86,15:10:08
54609,85,15:10:09
54610,85,15:10:10
54611,85,15:10:11
54612,85,15:10:12
54613,85,15:10:13
54614,87,15:10:14
54615,87,15:10:15
54616,88,15:10:16
54617,87,15:10:17
54618,87,15:10:18
54619,86,15:10:19
54620,86,15:10:20
54621,88,15:10:21
54622,88,15:10:22
54623,90,15:10:23
54624,92,15:10:24
54625,92,15:10:25
54626,94,15:10:26
54627,94,15:10:27
54628,96,15:10:28
54629,94,15:10:29
54630,92,15:10:30
54631,92,15:10:31
54632,92,15:10:32
54633,92,15:10:33
54634,93,15:10:34
54635,93,15:10:35
54636,92,15:10:36
54637,93,15:10:37
54638,93,15:10:38
54639,94,15:10:39
54640,94,15:10:40
54641,94,15:10:41
54642,94,15:10:42
54643,93,15:10:43
54644,93,15:10:44
54645,93,15:10:45
54646,91,15:10:46
54647,91,15:10:47
54648,91,15:10:48
54649,94,15:10:49
54650,95,15:10:50
54651,95,15:10:51
54652,95,15:10:52
54653,92,15:10:53
54654,92,15:10:54
54655,89,15:10:55
54656,88,15:10:56
54657,89,15:10:57
54658,89,15:10:58
54659,90,15:10:59
54660,90,15:11:00
54661,90,15:11:01
54662,90,15:11:02
54663,90,15:11:03
54664,89,15:11:04
54665,89,15:11:05
54666,88,15:11:06
54667,86,15:11:07
54668,86,15:11:08
54669,86,15:11:09
54670,86,15:11:10
54671,87,15:11:11
54672,87,15:11:12
54673,88,15:11:13
54674,89,15:11:14
54675,88,15:11:15
54676,86,15:11:16
54677,80,15:11:17
54678,80,15:11:18
54679,78,15:11:19
54680,78,15:11:20
54681,79,15:11:21
54682,80,15:11:22
54683,82,15:11:23
54684,82,15:11:24
54685,84,15:11:25
54686,84,15:11:26
54687,80,15:11:27
54688,80,15:11:28
54689,81,15:11:29
54690,81,15:11:30
54691,85,15:11:31
54692,85,15:11:32
54693,86,15:11:33
54694,86,15:11:34
54695,86,15:11:35
54696,87,15:11:36
54697,87,15:11:37
54698,87,15:11:38
54699,87,15:11:39
54700,87,15:11:40
54701,89,15:11:41
54702,89,15:11:42
54703,90,15:11:43
54704,90,15:11:44
54705,90,15:11:45
54706,91,15:11:46
54707,91,15:11:47
54708,88,15:11:48
54709,88,15:11:49
54710,87,15:11:50
54711,88,15:11:51
54712,90,15:11:52
54713,91,15:11:53
54714,91,15:11:54
54715,93,15:11:55
54716,93,15:11:56
54717,88,15:11:57
54718,88,15:11:58
54719,86,15:11:59
54720,87,15:12:00
54721,88,15:12:01
54722,89,15:12:02
54723,89,15:12:03
54724,90,15:12:04
54725,90,15:12:05
54726,90,15:12:06
54727,91,15:12:07
54728,91,15:12:08
54729,88,15:12:09
54730,88,15:12:10
54731,86,15:12:11
54732,86,15:12:12
54733,86,15:12:13
54734,86,15:12:14
54735,88,15:12:15
54736,89,15:12:16
54737,89,15:12:17
54738,89,15:12:18
54739,91,15:12:19
54740,91,15:12:20
54741,93,15:12:21
54742,93,15:12:22
54743,95,15:12:23
54744,95,15:12:24
54745,95,15:12:25
54746,99,15:12:26
54747,99,15:12:27
54748,98,15:12:28
54749,98,15:12:29
54750,98,15:12:30
54751,92,15:12:31
54752,92,15:12:32
54753,92,15:12:33
54754,92,15:12:34
54755,92,15:12:35
54756,90,15:12:36
54757,89,15:12:37
54758,89,15:12:38
54759,87,15:12:39
54760,87,15:12:40
54761,87,15:12:41
54762,90,15:12:42
54763,90,15:12:43
54764,92,15:12:44
54765,92,15:12:45
54766,92,15:12:46
54767,92,15:12:47
54768,88,15:12:48
54769,88,15:12:49
54770,88,15:12:50
54771,92,15:12:51
54772,91,15:12:52
54773,82,15:12:53
54774,81,15:12:54
54775,82,15:12:55
54776,82,15:12:56
54777,85,15:12:57
54778,86,15:12:58
54779,85,15:12:59
54780,85,15:13:00
54781,85,15:13:01
54782,85,15:13:02
54783,81,15:13:03
54784,82,15:13:04
54785,83,15:13:05
54786,83,15:13:06
54787,83,15:13:07
54788,83,15:13:08
54789,84,15:13:09
54790,84,15:13:10
54791,86,15:13:11
54792,85,15:13:12
54793,85,15:13:13
54794,84,15:13:14
54795,84,15:13:15
54796,85,15:13:16
54797,85,15:13:17
54798,87,15:13:18
54799,87,15:13:19
54800,90,15:13:20
54801,91,15:13:21
54802,91,15:13:22
54803,91,15:13:23
54804,86,15:13:24
54805,86,15:13:25
54806,88,15:13:26
54807,88,15:13:27
54808,88,15:13:28
54809,88,15:13:29
54810,92,15:13:30
54811,92,15:13:31
54812,90,15:13:32
54813,82,15:13:33
54814,82,15:13:34
54815,82,15:13:35
54816,82,15:13:36
54817,83,15:13:37
54818,83,15:13:38
54819,80,15:13:39
54820,80,15:13:40
54821,80,15:13:41
54822,80,15:13:42
54823,83,15:13:43
54824,83,15:13:44
54825,83,15:13:45
54826,85,15:13:46
54827,85,15:13:47
54828,82,15:13:48
54829,82,15:13:49
54830,81,15:13:50
54831,81,15:13:51
54832,84,15:13:52
54833,84,15:13:53
54834,84,15:13:54
54835,87,15:13:55
54836,89,15:13:56
54837,89,15:13:57
54838,89,15:13:58
54839,87,15:13:59
54840,86,15:14:00
54841,86,15:14:01
54842,86,15:14:02
54843,91,15:14:03
54844,91,15:14:04
54845,90,15:14:05
54846,90,15:14:06
54847,86,15:14:07
54848,86,15:14:08
54849,88,15:14:09
54850,88,15:14:10
54851,88,15:14:11
54852,92,15:14:12
54853,92,15:14:13
54854,95,15:14:14
54855,95,15:14:15
54856,92,15:14:16
54857,92,15:14:17
54858,87,15:14:18
54859,86,15:14:19
54860,85,15:14:20
54861,85,15:14:21
54862,85,15:14:22
54863,85,15:14:23
54864,87,15:14:24
54865,92,15:14:25
54866,94,15:14:26
54867,94,15:14:27
54868,93,15:14:28
54869,93,15:14:29
54870,93,15:14:30
54871,93,15:14:31
54872,93,15:14:32
54873,95,15:14:33
54874,95,15:14:34
54875,95,15:14:35
54876,98,15:14:36
54877,99,15:14:37
54878,99,15:14:38
54879,99,15:14:39
54880,99,15:14:40
54881,98,15:14:41
54882,86,15:14:42
54883,86,15:14:43
54884,86,15:14:44
54885,82,15:14:45
54886,82,15:14:46
54887,83,15:14:47
54888,84,15:14:48
54889,84,15:14:49
54890,86,15:14:50
54891,89,15:14:51
54892,89,15:14:52
54893,89,15:14:53
54894,86,15:14:54
54895,86,15:14:55
54896,83,15:14:56
54897,83,15:14:57
54898,82,15:14:58
54899,82,15:14:59
54900,83,15:15:00
54901,87,15:15:01
54902,87,15:15:02
54903,90,15:15:03
54904,93,15:15:04
54905,91,15:15:05
54906,91,15:15:06
54907,82,15:15:07
54908,82,15:15:08
54909,84,15:15:09
54910,86,15:15:10
54911,89,15:15:11
54912,89,15:15:12
54913,89,15:15:13
54914,89,15:15:14
54915,88,15:15:15
54916,89,15:15:16
54917,89,15:15:17
54918,89,15:15:18
54919,88,15:15:19
54920,88,15:15:20
54921,89,15:15:21
54922,89,15:15:22
54923,89,15:15:23
54924,89,15:15:24
54925,85,15:15:25
54926,84,15:15:26
54927,84,15:15:27
54928,83,15:15:28
54929,84,15:15:29
54930,84,15:15:30
54931,87,15:15:31
54932,88,15:15:32
54933,88,15:15:33
54934,84,15:15:34
54935,84,15:15:35
54936,83,15:15:36
54937,85,15:15:37
54938,85,15:15:38
54939,89,15:15:39
54940,89,15:15:40
54941,90,15:15:41
54942,90,15:15:42
54943,91,15:15:43
54944,91,15:15:44
54945,94,15:15:45
54946,95,15:15:46
54947,98,15:15:47
54948,98,15:15:48
54949,100,15:15:49
54950,100,15:15:50
54951,97,15:15:51
54952,92,15:15:52
54953,92,15:15:53
54954,94,15:15:54
54955,94,15:15:55
54956,96,15:15:56
54957,96,15:15:57
54958,99,15:15:58
54959,99,15:15:59
54960,98,15:16:00
54961,98,15:16:01
54962,98,15:16:02
54963,99,15:16:03
54964,98,15:16:04
54965,98,15:16:05
54966,98,15:16:06
54967,92,15:16:07
54968,90,15:16:08
54969,90,15:16:09
54970,85,15:16:10
54971,84,15:16:11
54972,84,15:16:12
54973,84,15:16:13
54974,84,15:16:14
54975,84,15:16:15
54976,85,15:16:16
54977,86,15:16:17
54978,86,15:16:18
54979,86,15:16:19
54980,87,15:16:20
54981,89,15:16:21
54982,90,15:16:22
54983,94,15:16:23
54984,94,15:16:24
54985,96,15:16:25
54986,98,15:16:26
54987,95,15:16:27
54988,95,15:16:28
54989,89,15:16:29
54990,89,15:16:30
54991,90,15:16:31
54992,90,15:16:32
54993,94,15:16:33
54994,96,15:16:34
54995,96,15:16:35
54996,94,15:16:36
54997,94,15:16:37
54998,94,15:16:38
54999,81,15:16:39
55000,81,15:16:40
55001,77,15:16:41
55002,77,15:16:42
55003,77,15:16:43
55004,76,15:16:44
55005,76,15:16:45
55006,77,15:16:46
55007,78,15:16:47
55008,77,15:16:48
55009,77,15:16:49
55010,74,15:16:50
55011,74,15:16:51
55012,74,15:16:52
55013,74,15:16:53
55014,76,15:16:54
55015,77,15:16:55
55016,77,15:16:56
55017,80,15:16:57
55018,80,15:16:58
55019,80,15:16:59
55020,80,15:17:00
55021,79,15:17:01
55022,79,15:17:02
55023,79,15:17:03
55024,79,15:17:04
55025,79,15:17:05
55026,79,15:17:06
55027,80,15:17:07
55028,80,15:17:08
55029,81,15:17:09
55030,81,15:17:10
55031,80,15:17:11
55032,80,15:17:12
55033,80,15:17:13
55034,80,15:17:14
55035,80,15:17:15
55036,80,15:17:16
55037,82,15:17:17
55038,84,15:17:18
55039,84,15:17:19
55040,87,15:17:20
55041,87,15:17:21
55042,89,15:17:22
55043,89,15:17:23
55044,89,15:17:24
55045,83,15:17:25
55046,83,15:17:26
55047,83,15:17:27
55048,82,15:17:28
55049,84,15:17:29
55050,85,15:17:30
55051,86,15:17:31
55052,85,15:17:32
55053,84,15:17:33
55054,84,15:17:34
55055,86,15:17:35
55056,87,15:17:36
55057,87,15:17:37
55058,89,15:17:38
55059,89,15:17:39
55060,86,15:17:40
55061,86,15:17:41
55062,85,15:17:42
55063,85,15:17:43
55064,84,15:17:44
55065,85,15:17:45
55066,85,15:17:46
55067,85,15:17:47
55068,85,15:17:48
55069,85,15:17:49
55070,85,15:17:50
55071,85,15:17:51
55072,85,15:17:52
55073,85,15:17:53
55074,85,15:17:54
55075,83,15:17:55
55076,83,15:17:56
55077,83,15:17:57
55078,83,15:17:58
55079,83,15:17:59
55080,82,15:18:00
55081,82,15:18:01
55082,81,15:18:02
55083,81,15:18:03
55084,82,15:18:04
55085,81,15:18:05
55086,81,15:18:06
55087,81,15:18:07
55088,82,15:18:08
55089,82,15:18:09
55090,82,15:18:10
55091,82,15:18:11
55092,82,15:18:12
55093,82,15:18:13
55094,82,15:18:14
55095,79,15:18:15
55096,78,15:18:16
55097,78,15:18:17
55098,78,15:18:18
55099,78,15:18:19
55100,79,15:18:20
55101,83,15:18:21
55102,85,15:18:22
55103,85,15:18:23
55104,85,15:18:24
55105,78,15:18:25
55106,78,15:18:26
55107,72,15:18:27
55108,72,15:18:28
55109,71,15:18:29
55110,72,15:18:30
55111,72,15:18:31
55112,74,15:18:32
55113,74,15:18:33
55114,73,15:18:34
55115,73,15:18:35
55116,73,15:18:36
55117,73,15:18:37
55118,79,15:18:38
55119,79,15:18:39
55120,80,15:18:40
55121,80,15:18:41
55122,72,15:18:42
55123,72,15:18:43
55124,73,15:18:44
55125,78,15:18:45
55126,78,15:18:46
55127,80,15:18:47
55128,83,15:18:48
55129,84,15:18:49
55130,85,15:18:50
55131,85,15:18:51
55132,85,15:18:52
55133,85,15:18:53
55134,83,15:18:54
55135,83,15:18:55
55136,83,15:18:56
55137,83,15:18:57
55138,83,15:18:58
55139,84,15:18:59
55140,84,15:19:00
55141,84,15:19:01
55142,77,15:19:02
55143,76,15:19:03
55144,74,15:19:04
55145,74,15:19:05
55146,74,15:19:06
55147,75,15:19:07
55148,76,15:19:08
55149,76,15:19:09
55150,78,15:19:10
55151,78,15:19:11
55152,79,15:19:12
55153,79,15:19:13
55154,77,15:19:14
55155,77,15:19:15
55156,77,15:19:16
55157,78,15:19:17
55158,78,15:19:18
55159,77,15:19:19
55160,77,15:19:20
55161,76,15:19:21
55162,79,15:19:22
55163,79,15:19:23
55164,79,15:19:24
55165,84,15:19:25
55166,86,15:19:26
55167,84,15:19:27
55168,84,15:19:28
55169,80,15:19:29
55170,79,15:19:30
55171,79,15:19:31
55172,79,15:19:32
55173,79,15:19:33
55174,79,15:19:34
55175,80,15:19:35
55176,80,15:19:36
55177,81,15:19:37
55178,81,15:19:38
55179,81,15:19:39
55180,84,15:19:40
