Seconds Since Midnight,Heartbeat,Time HH:MM:SS
40699,103,11:18:19
40700,97,11:18:20
40701,95,11:18:21
40702,95,11:18:22
40703,96,11:18:23
40704,103,11:18:24
40705,103,11:18:25
40706,107,11:18:26
40707,106,11:18:27
40708,106,11:18:28
40709,95,11:18:29
40710,95,11:18:30
40711,92,11:18:31
40712,93,11:18:32
40713,96,11:18:33
40714,96,11:18:34
40715,98,11:18:35
40716,105,11:18:36
40717,105,11:18:37
40718,111,11:18:38
40719,111,11:18:39
40720,118,11:18:40
40721,118,11:18:41
40722,120,11:18:42
40723,120,11:18:43
40724,121,11:18:44
40725,121,11:18:45
40726,122,11:18:46
40727,122,11:18:47
40728,123,11:18:48
40729,123,11:18:49
40730,116,11:18:50
40731,116,11:18:51
40732,113,11:18:52
40733,113,11:18:53
40734,113,11:18:54
40735,113,11:18:55
40736,113,11:18:56
40737,112,11:18:57
40738,111,11:18:58
40739,111,11:18:59
40740,111,11:19:00
40741,109,11:19:01
40742,109,11:19:02
40743,111,11:19:03
40744,111,11:19:04
40745,116,11:19:05
40746,116,11:19:06
40747,114,11:19:07
40748,111,11:19:08
40749,111,11:19:09
40750,99,11:19:10
40751,95,11:19:11
40752,95,11:19:12
40753,97,11:19:13
40754,97,11:19:14
40755,105,11:19:15
40756,105,11:19:16
40757,108,11:19:17
40758,107,11:19:18
40759,99,11:19:19
40760,97,11:19:20
40761,97,11:19:21
40762,97,11:19:22
40763,97,11:19:23
40764,93,11:19:24
40765,93,11:19:25
40766,93,11:19:26
40767,96,11:19:27
40768,96,11:19:28
40769,98,11:19:29
40770,106,11:19:30
40771,106,11:19:31
40772,103,11:19:32
40773,103,11:19:33
40774,104,11:19:34
40775,110,11:19:35
40776,113,11:19:36
40777,113,11:19:37
40778,114,11:19:38
40779,114,11:19:39
40780,114,11:19:40
40781,112,11:19:41
40782,112,11:19:42
40783,110,11:19:43
40784,109,11:19:44
40785,109,11:19:45
40786,111,11:19:46
40787,108,11:19:47
40788,108,11:19:48
40789,106,11:19:49
40790,106,11:19:50
40791,107,11:19:51
40792,107,11:19:52
40793,106,11:19:53
40794,106,11:19:54
40795,106,11:19:55
40796,106,11:19:56
40797,106,11:19:57
40798,108,11:19:58
40799,108,11:19:59
40800,107,11:20:00
40801,107,11:20:01
40802,108,11:20:02
40803,108,11:20:03
40804,108,11:20:04
40805,108,11:20:05
40806,102,11:20:06
40807,99,11:20:07
40808,100,11:20:08
40809,100,11:20:09
40810,103,11:20:10
40811,103,11:20:11
40812,103,11:20:12
40813,106,11:20:13
40814,106,11:20:14
40815,106,11:20:15
40816,108,11:20:16
40817,110,11:20:17
40818,110,11:20:18
40819,111,11:20:19
40820,111,11:20:20
40821,96,11:20:21
40822,94,11:20:22
40823,92,11:20:23
40824,92,11:20:24
40825,92,11:20:25
40826,97,11:20:26
40827,97,11:20:27
40828,101,11:20:28
40829,101,11:20:29
40830,101,11:20:30
40831,101,11:20:31
40832,101,11:20:32
40833,91,11:20:33
40834,91,11:20:34
40835,88,11:20:35
40836,90,11:20:36
40837,90,11:20:37
40838,96,11:20:38
40839,99,11:20:39
40840,99,11:20:40
40841,99,11:20:41
40842,99,11:20:42
40843,104,11:20:43
40844,105,11:20:44
40845,104,11:20:45
40846,104,11:20:46
40847,105,11:20:47
40848,108,11:20:48
40849,108,11:20:49
40850,110,11:20:50
40851,110,11:20:51
40852,111,11:20:52
40853,110,11:20:53
40854,103,11:20:54
40855,103,11:20:55
40856,95,11:20:56
40857,95,11:20:57
40858,96,11:20:58
40859,96,11:20:59
40860,96,11:21:00
40861,95,11:21:01
40862,95,11:21:02
40863,93,11:21:03
40864,93,11:21:04
40865,93,11:21:05
40866,95,11:21:06
40867,95,11:21:07
40868,94,11:21:08
40869,94,11:21:09
40870,91,11:21:10
40871,91,11:21:11
40872,92,11:21:12
40873,92,11:21:13
40874,96,11:21:14
40875,97,11:21:15
40876,97,11:21:16
40877,98,11:21:17
40878,98,11:21:18
40879,100,11:21:19
40880,100,11:21:20
40881,100,11:21:21
40882,103,11:21:22
40883,103,11:21:23
40884,106,11:21:24
40885,106,11:21:25
40886,108,11:21:26
40887,109,11:21:27
40888,110,11:21:28
40889,108,11:21:29
40890,107,11:21:30
40891,104,11:21:31
40892,104,11:21:32
40893,103,11:21:33
40894,104,11:21:34
40895,104,11:21:35
40896,103,11:21:36
40897,103,11:21:37
40898,100,11:21:38
40899,101,11:21:39
40900,101,11:21:40
40901,101,11:21:41
40902,104,11:21:42
40903,98,11:21:43
40904,96,11:21:44
40905,96,11:21:45
40906,94,11:21:46
40907,95,11:21:47
40908,95,11:21:48
40909,100,11:21:49
40910,100,11:21:50
40911,100,11:21:51
40912,102,11:21:52
40913,105,11:21:53
40914,105,11:21:54
40915,105,11:21:55
40916,86,11:21:56
40917,86,11:21:57
40918,87,11:21:58
40919,90,11:21:59
40920,90,11:22:00
40921,90,11:22:01
40922,89,11:22:02
40923,91,11:22:03
40924,93,11:22:04
40925,93,11:22:05
40926,93,11:22:06
40927,96,11:22:07
40928,96,11:22:08
40929,96,11:22:09
40930,97,11:22:10
40931,98,11:22:11
40932,98,11:22:12
40933,98,11:22:13
40934,101,11:22:14
40935,103,11:22:15
40936,103,11:22:16
40937,108,11:22:17
40938,109,11:22:18
40939,109,11:22:19
40940,101,11:22:20
40941,101,11:22:21
40942,97,11:22:22
40943,97,11:22:23
40944,105,11:22:24
40945,105,11:22:25
40946,106,11:22:26
40947,106,11:22:27
40948,105,11:22:28
40949,105,11:22:29
40950,108,11:22:30
40951,109,11:22:31
40952,111,11:22:32
40953,111,11:22:33
40954,112,11:22:34
40955,112,11:22:35
40956,114,11:22:36
40957,114,11:22:37
40958,112,11:22:38
40959,112,11:22:39
40960,110,11:22:40
40961,110,11:22:41
40962,110,11:22:42
40963,108,11:22:43
40964,110,11:22:44
40965,111,11:22:45
40966,111,11:22:46
40967,111,11:22:47
40968,107,11:22:48
40969,106,11:22:49
40970,106,11:22:50
40971,101,11:22:51
40972,98,11:22:52
40973,98,11:22:53
40974,95,11:22:54
40975,90,11:22:55
40976,90,11:22:56
40977,90,11:22:57
40978,92,11:22:58
40979,94,11:22:59
40980,94,11:23:00
40981,93,11:23:01
40982,93,11:23:02
40983,93,11:23:03
40984,90,11:23:04
40985,90,11:23:05
40986,92,11:23:06
40987,92,11:23:07
40988,92,11:23:08
40989,97,11:23:09
40990,100,11:23:10
40991,100,11:23:11
40992,100,11:23:12
40993,99,11:23:13
40994,99,11:23:14
40995,99,11:23:15
40996,99,11:23:16
40997,101,11:23:17
40998,105,11:23:18
40999,105,11:23:19
41000,106,11:23:20
41001,106,11:23:21
41002,105,11:23:22
41003,105,11:23:23
41004,101,11:23:24
41005,101,11:23:25
41006,101,11:23:26
41007,101,11:23:27
41008,103,11:23:28
41009,104,11:23:29
41010,104,11:23:30
41011,104,11:23:31
41012,104,11:23:32
41013,104,11:23:33
41014,104,11:23:34
41015,102,11:23:35
41016,102,11:23:36
41017,93,11:23:37
41018,93,11:23:38
41019,97,11:23:39
41020,97,11:23:40
41021,97,11:23:41
41022,97,11:23:42
41023,98,11:23:43
41024,98,11:23:44
41025,100,11:23:45
41026,100,11:23:46
41027,101,11:23:47
41028,97,11:23:48
41029,95,11:23:49
41030,97,11:23:50
41031,98,11:23:51
41032,98,11:23:52
41033,102,11:23:53
41034,102,11:23:54
41035,99,11:23:55
41036,94,11:23:56
41037,93,11:23:57
41038,93,11:23:58
41039,94,11:23:59
41040,94,11:24:00
41041,94,11:24:01
41042,94,11:24:02
41043,96,11:24:03
41044,99,11:24:04
41045,101,11:24:05
41046,101,11:24:06
41047,101,11:24:07
41048,100,11:24:08
41049,100,11:24:09
41050,95,11:24:10
41051,95,11:24:11
41052,98,11:24:12
41053,98,11:24:13
41054,101,11:24:14
41055,101,11:24:15
41056,88,11:24:16
41057,87,11:24:17
41058,87,11:24:18
41059,87,11:24:19
41060,87,11:24:20
41061,91,11:24:21
41062,91,11:24:22
41063,91,11:24:23
41064,91,11:24:24
41065,89,11:24:25
41066,92,11:24:26
41067,92,11:24:27
41068,98,11:24:28
41069,100,11:24:29
41070,100,11:24:30
41071,100,11:24:31
41072,99,11:24:32
41073,98,11:24:33
41074,98,11:24:34
41075,101,11:24:35
41076,101,11:24:36
41077,101,11:24:37
41078,109,11:24:38
41079,109,11:24:39
41080,112,11:24:40
41081,113,11:24:41
41082,114,11:24:42
41083,114,11:24:43
41084,113,11:24:44
41085,112,11:24:45
41086,112,11:24:46
41087,91,11:24:47
41088,89,11:24:48
41089,89,11:24:49
41090,87,11:24:50
41091,87,11:24:51
41092,87,11:24:52
41093,91,11:24:53
41094,91,11:24:54
41095,93,11:24:55
41096,92,11:24:56
41097,94,11:24:57
41098,97,11:24:58
41099,101,11:24:59
41100,101,11:25:00
41101,103,11:25:01
41102,105,11:25:02
41103,107,11:25:03
41104,107,11:25:04
41105,108,11:25:05
41106,108,11:25:06
41107,108,11:25:07
41108,109,11:25:08
41109,109,11:25:09
41110,106,11:25:10
41111,106,11:25:11
41112,105,11:25:12
41113,105,11:25:13
41114,104,11:25:14
41115,104,11:25:15
41116,104,11:25:16
41117,103,11:25:17
41118,102,11:25:18
41119,102,11:25:19
41120,103,11:25:20
41121,103,11:25:21
41122,102,11:25:22
41123,101,11:25:23
41124,100,11:25:24
41125,100,11:25:25
41126,100,11:25:26
41127,100,11:25:27
41128,102,11:25:28
41129,102,11:25:29
41130,107,11:25:30
41131,110,11:25:31
41132,110,11:25:32
41133,116,11:25:33
41134,116,11:25:34
41135,118,11:25:35
41136,118,11:25:36
41137,106,11:25:37
41138,106,11:25:38
41139,90,11:25:39
41140,90,11:25:40
41141,90,11:25:41
41142,90,11:25:42
41143,95,11:25:43
41144,96,11:25:44
41145,96,11:25:45
41146,96,11:25:46
41147,97,11:25:47
41148,98,11:25:48
41149,99,11:25:49
41150,99,11:25:50
41151,99,11:25:51
41152,90,11:25:52
41153,90,11:25:53
41154,93,11:25:54
41155,93,11:25:55
41156,96,11:25:56
41157,96,11:25:57
41158,96,11:25:58
41159,96,11:25:59
41160,96,11:26:00
41161,100,11:26:01
41162,100,11:26:02
41163,101,11:26:03
41164,97,11:26:04
41165,97,11:26:05
41166,95,11:26:06
41167,95,11:26:07
41168,97,11:26:08
41169,97,11:26:09
41170,96,11:26:10
41171,94,11:26:11
41172,94,11:26:12
41173,92,11:26:13
41174,92,11:26:14
41175,93,11:26:15
41176,93,11:26:16
41177,93,11:26:17
41178,93,11:26:18
41179,90,11:26:19
41180,91,11:26:20
41181,91,11:26:21
41182,91,11:26:22
41183,91,11:26:23
41184,93,11:26:24
41185,95,11:26:25
41186,95,11:26:26
41187,97,11:26:27
41188,98,11:26:28
41189,98,11:26:29
41190,97,11:26:30
41191,97,11:26:31
41192,97,11:26:32
41193,103,11:26:33
41194,103,11:26:34
41195,107,11:26:35
41196,107,11:26:36
41197,96,11:26:37
41198,96,11:26:38
41199,94,11:26:39
41200,94,11:26:40
41201,93,11:26:41
41202,93,11:26:42
41203,97,11:26:43
41204,101,11:26:44
41205,103,11:26:45
41206,103,11:26:46
41207,104,11:26:47
41208,102,11:26:48
41209,102,11:26:49
41210,100,11:26:50
41211,100,11:26:51
41212,95,11:26:52
41213,95,11:26:53
41214,95,11:26:54
41215,95,11:26:55
41216,98,11:26:56
41217,99,11:26:57
41218,100,11:26:58
41219,98,11:26:59
41220,97,11:27:00
41221,97,11:27:01
41222,97,11:27:02
41223,86,11:27:03
41224,84,11:27:04
41225,84,11:27:05
41226,84,11:27:06
41227,85,11:27:07
41228,85,11:27:08
41229,87,11:27:09
41230,84,11:27:10
41231,84,11:27:11
41232,84,11:27:12
41233,84,11:27:13
41234,84,11:27:14
41235,84,11:27:15
41236,86,11:27:16
41237,88,11:27:17
41238,91,11:27:18
41239,92,11:27:19
41240,92,11:27:20
41241,91,11:27:21
41242,92,11:27:22
41243,92,11:27:23
41244,94,11:27:24
41245,94,11:27:25
41246,95,11:27:26
41247,98,11:27:27
41248,101,11:27:28
41249,102,11:27:29
41250,105,11:27:30
41251,105,11:27:31
41252,105,11:27:32
41253,106,11:27:33
41254,106,11:27:34
41255,106,11:27:35
41256,106,11:27:36
41257,103,11:27:37
41258,99,11:27:38
41259,99,11:27:39
41260,99,11:27:40
41261,101,11:27:41
41262,101,11:27:42
41263,100,11:27:43
41264,98,11:27:44
41265,98,11:27:45
41266,98,11:27:46
41267,88,11:27:47
41268,88,11:27:48
41269,91,11:27:49
41270,91,11:27:50
41271,93,11:27:51
41272,93,11:27:52
41273,93,11:27:53
41274,91,11:27:54
41275,90,11:27:55
41276,90,11:27:56
41277,90,11:27:57
41278,90,11:27:58
41279,90,11:27:59
41280,89,11:28:00
41281,89,11:28:01
41282,88,11:28:02
41283,88,11:28:03
41284,88,11:28:04
41285,88,11:28:05
41286,89,11:28:06
41287,89,11:28:07
41288,88,11:28:08
41289,88,11:28:09
41290,88,11:28:10
41291,88,11:28:11
41292,90,11:28:12
41293,91,11:28:13
41294,91,11:28:14
41295,91,11:28:15
41296,91,11:28:16
41297,91,11:28:17
41298,91,11:28:18
41299,89,11:28:19
41300,89,11:28:20
41301,89,11:28:21
41302,91,11:28:22
41303,91,11:28:23
41304,94,11:28:24
41305,96,11:28:25
41306,96,11:28:26
41307,96,11:28:27
41308,95,11:28:28
41309,95,11:28:29
41310,94,11:28:30
41311,94,11:28:31
41312,96,11:28:32
41313,96,11:28:33
41314,97,11:28:34
41315,96,11:28:35
41316,96,11:28:36
41317,96,11:28:37
41318,97,11:28:38
41319,95,11:28:39
41320,95,11:28:40
41321,93,11:28:41
41322,93,11:28:42
41323,94,11:28:43
41324,94,11:28:44
41325,90,11:28:45
41326,90,11:28:46
41327,86,11:28:47
41328,87,11:28:48
41329,87,11:28:49
41330,89,11:28:50
41331,92,11:28:51
41332,92,11:28:52
41333,88,11:28:53
41334,87,11:28:54
41335,87,11:28:55
41336,87,11:28:56
41337,89,11:28:57
41338,89,11:28:58
41339,91,11:28:59
41340,91,11:29:00
41341,90,11:29:01
41342,90,11:29:02
41343,88,11:29:03
41344,88,11:29:04
41345,88,11:29:05
41346,90,11:29:06
41347,92,11:29:07
41348,93,11:29:08
41349,93,11:29:09
41350,95,11:29:10
41351,95,11:29:11
41352,95,11:29:12
41353,95,11:29:13
41354,94,11:29:14
41355,94,11:29:15
41356,94,11:29:16
41357,93,11:29:17
41358,91,11:29:18
41359,91,11:29:19
41360,91,11:29:20
41361,93,11:29:21
41362,93,11:29:22
41363,94,11:29:23
41364,94,11:29:24
41365,94,11:29:25
41366,91,11:29:26
41367,91,11:29:27
41368,95,11:29:28
41369,95,11:29:29
41370,95,11:29:30
41371,95,11:29:31
41372,91,11:29:32
41373,87,11:29:33
41374,87,11:29:34
41375,88,11:29:35
41376,90,11:29:36
41377,90,11:29:37
41378,94,11:29:38
41379,94,11:29:39
41380,98,11:29:40
41381,98,11:29:41
41382,100,11:29:42
41383,100,11:29:43
41384,101,11:29:44
41385,101,11:29:45
41386,101,11:29:46
41387,98,11:29:47
41388,98,11:29:48
41389,92,11:29:49
41390,92,11:29:50
41391,89,11:29:51
41392,90,11:29:52
41393,90,11:29:53
41394,90,11:29:54
41395,90,11:29:55
41396,89,11:29:56
41397,89,11:29:57
41398,88,11:29:58
41399,87,11:29:59
41400,87,11:30:00
41401,88,11:30:01
41402,88,11:30:02
41403,88,11:30:03
41404,90,11:30:04
41405,90,11:30:05
41406,91,11:30:06
41407,88,11:30:07
41408,87,11:30:08
41409,87,11:30:09
41410,87,11:30:10
41411,87,11:30:11
41412,96,11:30:12
41413,97,11:30:13
41414,97,11:30:14
41415,94,11:30:15
41416,94,11:30:16
41417,88,11:30:17
41418,88,11:30:18
41419,88,11:30:19
41420,88,11:30:20
41421,91,11:30:21
41422,92,11:30:22
41423,93,11:30:23
41424,93,11:30:24
41425,93,11:30:25
41426,93,11:30:26
41427,83,11:30:27
41428,83,11:30:28
41429,83,11:30:29
41430,85,11:30:30
41431,85,11:30:31
41432,87,11:30:32
41433,89,11:30:33
41434,93,11:30:34
41435,93,11:30:35
41436,93,11:30:36
41437,88,11:30:37
41438,88,11:30:38
41439,85,11:30:39
41440,87,11:30:40
41441,87,11:30:41
41442,90,11:30:42
41443,92,11:30:43
41444,92,11:30:44
41445,93,11:30:45
41446,93,11:30:46
41447,84,11:30:47
41448,84,11:30:48
41449,83,11:30:49
41450,83,11:30:50
41451,84,11:30:51
41452,85,11:30:52
41453,85,11:30:53
41454,85,11:30:54
41455,86,11:30:55
41456,86,11:30:56
41457,89,11:30:57
41458,89,11:30:58
41459,91,11:30:59
41460,89,11:31:00
41461,88,11:31:01
41462,88,11:31:02
41463,89,11:31:03
41464,89,11:31:04
41465,92,11:31:05
41466,92,11:31:06
